query	label	table
on sunday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on saturday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on wednesday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on friday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thursday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on tuesday book me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on tuesday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on friday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thursday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on wednesday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on saturday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on monday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on sunday i need a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on sunday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on monday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thursday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on friday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on saturday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on wednesday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on tuesday can you please book me a hotel	O B-day_name O O O O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on sunday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on friday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on monday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thursday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on wednesday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on tuesday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on saturday find me a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
find me a stay on friday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on sunday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on thursday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on monday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on wednesday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on tuesday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
find me a stay on saturday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
on sunday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on friday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on thursday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on saturday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on tuesday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on monday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on wednesday look for a stay	O B-day_name O O O O	<NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
i need a hotel on tuesday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
i need a hotel on wednesday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
i need a hotel on thursday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
i need a hotel on monday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
i need a hotel on friday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
i need a hotel on sunday	O O O O O B-day_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name
book me a hotel on Jivitputrika	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a hotel on Rohin	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a hotel on Sama Chakeva	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a hotel on Dussehra	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a hotel on vaikathashtami festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a hotel on Majuli festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a hotel on Chikalkalo	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a hotel on Shekhawati festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a hotel on Navratri	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a hotel on Bharat Rang mahotsav	O O O O O  B-depart_event.name  I-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival I-festival 
i want a stay on Chavang Kut	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i want a stay on Bandna	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i want a stay on Majuli festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i want a stay on Bihu	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i want a stay on Matho Narang	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i want a stay on Yaoshang	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i want a stay on Onam	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i want a stay on Hornbill Festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i want a stay on Makar Sakranti	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i want a stay on Sama Chakeva	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Jallikattu festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Nandikar National Theatre festival	O O O O O  B-depart_event.name  I-depart_event.name  I-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival I-festival I-festival 
book me a stay on Janmashtmi	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a stay on Kalidas festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Bihula	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a stay on Gemis Festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Ganesh Chaturthi	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Murung	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
book me a stay on Natyanjali festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a stay on Desert festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
on Moatsu festival book me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Matasya festival book me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Pongal book me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Natyanjali festival book me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Dosmuchey festival book me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Janmashtmi book me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Rohin book me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Ghumot fest book me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Christmas book me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Modhera Dance Festival book me a stay	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Karma i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Ladainha i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Basant Panchami i need a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bandna i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Yaoshang i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bathukamma i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Rohin i need a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Kothakonda Jatar i need a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bohag Bihu i need a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Pattadakal Dance festival i need a stay	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Surajkund Craft Mel can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Eid Ul Fitr can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Sabrang Utsav can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bohag Bihu can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Saga Daw can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Dehing Patkai festival can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Holi can you please book me a hotel	O  B-depart_event.name  O O O O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Dansi can you please book me a hotel	O  B-depart_event.name  O O O O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Majuli festival can you please book me a hotel	O  B-depart_event.name  I-depart_event.name  O O O O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Gurupurab can you please book me a hotel	O  B-depart_event.name  O O O O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Nishagandhi festival find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Diwali find me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Maha Shivratri find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Makar Sakranti find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Gemis Festival find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bihu find me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Karma find me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Qutub Festival find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Gangaur Festival find me a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Holi find me a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
find me a stay on Yaoshang	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
find me a stay on Sabrang Utsav	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
find me a stay on Navratri	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
find me a stay on Ganga Dussher	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
find me a stay on Ram Leela	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
find me a stay on Majuli festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
find me a stay on Mando Festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
find me a stay on Rohin	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
find me a stay on Murung	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
find me a stay on Solung	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
on Gurupurab look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Hornbill festival look for a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Rohin look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Reh look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Hemis look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Dehing Patkai festival look for a stay	O  B-depart_event.name  I-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Ganga Dussher look for a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Bihu look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Lohri look for a stay	O  B-depart_event.name  O O O O	<NOTABLE> B-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
on Hornbill Festival look for a stay	O  B-depart_event.name  I-depart_event.name  O O O O	<NOTABLE> B-festival I-festival  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>
i need a hotel on vaikathashtami festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Lohri	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i need a hotel on Rakshabandhan	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i need a hotel on Chhath Puja	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Kharchi Puj	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Gemis Festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Kumbh Mela	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Ahaia festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
i need a hotel on Hemis	O O O O O  B-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival 
i need a hotel on Braj festival	O O O O O  B-depart_event.name  I-depart_event.name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-festival I-festival 
book me a room in Raj Shahi 	O O O O O  B-hotel_name I-hotel_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
book me a room in Hotel Raj Shahi 	O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
book me a room in Radisson	O O O O O B-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
book me a room in Hotel Surya	O O O O O  B-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
i would like a stay in Radisson	O O O O O O B-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
i would like a stay in Hotel Surya	O O O O O O  B-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
i would like a stay in Hotel Raj Shahi 	O O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
i would like a stay in Raj Shahi 	O O O O O O  B-hotel_name I-hotel_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
are there any rooms available in Raj Shahi 	O O O O O O  B-hotel_name I-hotel_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
are there any rooms available in Hotel Surya	O O O O O O  B-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
are there any rooms available in Hotel Raj Shahi 	O O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
are there any rooms available in Radisson	O O O O O O B-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
any availability in Hotel Raj Shahi 	O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
any availability in Raj Shahi 	O O O  B-hotel_name I-hotel_name 	<NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
any availability in Hotel Surya	O O O  B-hotel_name I-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
any availability in Radisson	O O O B-hotel_name	<NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
Raj Shahi 	 B-hotel_name I-hotel_name 	 B-hotel_name I-hotel_name
Radisson	B-hotel_name	B-hotel_name
Hotel Surya	 B-hotel_name I-hotel_name	B-hotel_name I-hotel_name
Hotel Raj Shahi 	 B-hotel_name I-hotel_name I-hotel_name	B-hotel_name I-hotel_name I-hotel_name
book me a hotel on eleven day after Holi	O O O O O  B-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative B-festival 
book me a hotel on 16 day prior to Dansi	O O O O O  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-event_relative  I-event_relative  I-event_relative  I-event_relative B-festival 
